Orthogroup	ARSEF_1520	ARSEF_1564	ARSEF_2597	ARSEF_2860	ARSEF_3097	ARSEF_4305	ARSEF_5078	ARSEF_8028
OG0000128	FUN_003331-T1	FUN_000075-T1	"FUN_003099-T1, FUN_008775-T1"	FUN_003478-T1	FUN_003811-T1	FUN_003778-T1	FUN_001217-T1	FUN_005524-T1
OG0000129	"FUN_003349-T1, FUN_003350-T1"	FUN_000094-T1	FUN_003080-T1	FUN_003458-T1	FUN_000087-T1	FUN_009510-T1	FUN_006062-T1	FUN_005506-T1
OG0000130	FUN_003363-T1	"FUN_000105-T1, FUN_008887-T1"	FUN_003070-T1	FUN_003446-T1	FUN_000075-T1	FUN_005177-T1	FUN_005050-T1	FUN_005495-T1
OG0000131	FUN_003380-T1	FUN_000123-T1	FUN_003053-T1	FUN_003429-T1	"FUN_000058-T1, FUN_004833-T1"	FUN_007528-T1	FUN_003423-T1	FUN_005477-T1
OG0000132	FUN_003470-T1	"FUN_004192-T1, FUN_008945-T1"	FUN_002966-T1	FUN_003337-T1	FUN_007110-T1	FUN_000012-T1	FUN_002130-T1	FUN_005389-T1
OG0000133	FUN_003481-T1	FUN_004204-T1	FUN_002956-T1	FUN_003326-T1	FUN_009197-T1	FUN_009045-T1	"FUN_002141-T1, FUN_006220-T1"	FUN_005378-T1
OG0000134	FUN_003488-T1	FUN_008824-T1	FUN_002949-T1	FUN_003319-T1	"FUN_006220-T1, FUN_006483-T1"	FUN_006723-T1	FUN_005643-T1	FUN_005371-T1
OG0000135	FUN_003546-T1	FUN_000694-T1	FUN_002890-T1	FUN_003258-T1	FUN_000496-T1	FUN_006921-T1	"FUN_006154-T1, FUN_008392-T1"	FUN_005314-T1
OG0000136	FUN_003553-T1	FUN_000687-T1	FUN_002883-T1	FUN_003251-T1	FUN_000489-T1	FUN_003702-T1	FUN_001742-T1	"FUN_000328-T1, FUN_005307-T1"
OG0000137	FUN_003563-T1	FUN_000677-T1	FUN_002874-T1	FUN_003241-T1	FUN_000480-T1	FUN_003692-T1	"FUN_001752-T1, FUN_008963-T1"	FUN_005298-T1
OG0000138	FUN_003565-T1	"FUN_000674-T1, FUN_000675-T1"	FUN_002872-T1	FUN_003239-T1	FUN_000478-T1	FUN_003690-T1	FUN_001754-T1	FUN_005296-T1
OG0000139	FUN_003575-T1	FUN_000664-T1	"FUN_002862-T1, FUN_009016-T1"	FUN_003229-T1	FUN_000468-T1	FUN_003680-T1	FUN_001764-T1	FUN_005286-T1
OG0000140	FUN_003587-T1	FUN_000652-T1	FUN_002850-T1	FUN_003217-T1	FUN_006082-T1	FUN_003295-T1	"FUN_000414-T1, FUN_000415-T1"	FUN_005274-T1
OG0000141	FUN_003616-T1	FUN_000624-T1	FUN_002820-T1	FUN_003188-T1	FUN_004270-T1	"FUN_000857-T1, FUN_006642-T1"	FUN_000445-T1	FUN_005245-T1
OG0000142	FUN_003624-T1	FUN_000615-T1	FUN_002812-T1	FUN_003180-T1	"FUN_004558-T1, FUN_008676-T1"	FUN_009233-T1	FUN_000453-T1	FUN_005237-T1
OG0000143	FUN_003647-T1	FUN_003916-T1	FUN_008865-T1	FUN_003156-T1	FUN_005533-T1	"FUN_001587-T1, FUN_005313-T1"	FUN_000588-T1	FUN_005214-T1
OG0000144	FUN_003700-T1	FUN_008233-T1	FUN_009001-T1	"FUN_003102-T1, FUN_007146-T1"	FUN_002623-T1	FUN_005481-T1	FUN_006206-T1	FUN_005161-T1
OG0000145	FUN_003779-T1	FUN_006981-T1	FUN_008381-T1	FUN_005834-T1	FUN_004775-T1	"FUN_003517-T1, FUN_003518-T1"	FUN_005473-T1	FUN_005081-T1
OG0000146	FUN_003829-T1	"FUN_004707-T1, FUN_006174-T1"	FUN_008330-T1	FUN_005884-T1	FUN_007369-T1	FUN_008085-T1	FUN_005532-T1	FUN_005029-T1
OG0000147	FUN_003860-T1	FUN_009028-T1	FUN_008300-T1	FUN_005914-T1	FUN_002075-T1	FUN_008879-T1	"FUN_006699-T1, FUN_007991-T1"	FUN_004998-T1
OG0000148	FUN_003934-T1	FUN_006637-T1	FUN_001479-T1	FUN_000433-T1	FUN_004157-T1	"FUN_005452-T1, FUN_007949-T1"	FUN_009301-T1	FUN_002759-T1
OG0000149	FUN_003953-T1	"FUN_005478-T1, FUN_007864-T1"	FUN_001497-T1	FUN_000415-T1	FUN_003638-T1	FUN_009748-T1	FUN_007189-T1	FUN_002777-T1
OG0000150	"FUN_004070-T1, FUN_006824-T1"	FUN_002193-T1	FUN_001614-T1	FUN_000301-T1	FUN_004239-T1	FUN_004117-T1	FUN_003976-T1	FUN_002891-T1
OG0000151	FUN_004180-T1	"FUN_001757-T1, FUN_008186-T1"	FUN_001722-T1	FUN_000192-T1	FUN_004181-T1	FUN_008153-T1	FUN_003481-T1	FUN_002997-T1
OG0000152	FUN_004287-T1	FUN_008670-T1	"FUN_001830-T1, FUN_008467-T1"	FUN_000081-T1	FUN_004010-T1	FUN_000826-T1	"FUN_006805-T1, FUN_009173-T1"	
OG0000153	FUN_004368-T1	FUN_000396-T1	FUN_001915-T1	"FUN_008556-T1, FUN_009095-T1"	FUN_006587-T1	FUN_003862-T1	FUN_007759-T1	FUN_009069-T1
OG0000154	FUN_004380-T1	"FUN_000407-T1, FUN_009149-T1"	FUN_001928-T1	FUN_009083-T1	FUN_005856-T1	FUN_004937-T1	FUN_002155-T1	FUN_009058-T1
OG0000155	FUN_004415-T1	FUN_000442-T1	"FUN_001962-T1, FUN_004499-T1"	FUN_007590-T1	FUN_007445-T1	FUN_005559-T1	FUN_008067-T1	FUN_009022-T1
OG0000156	FUN_004434-T1	FUN_000461-T1	FUN_001980-T1	"FUN_007103-T1, FUN_007571-T1"	FUN_000795-T1	FUN_005581-T1	FUN_002770-T1	FUN_009003-T1
OG0000157	FUN_004470-T1	"FUN_000496-T1, FUN_007861-T1"		FUN_007537-T1	FUN_000831-T1	"FUN_007882-T1, FUN_009305-T1"	FUN_008928-T1	FUN_008966-T1
OG0000158	"FUN_004482-T1, FUN_004483-T1"	FUN_000507-T1	FUN_002027-T1	FUN_007526-T1	FUN_004960-T1	FUN_007711-T1	FUN_006068-T1	FUN_008955-T1
OG0000159	FUN_004502-T1	"FUN_004915-T1, FUN_007586-T1"	FUN_009321-T1	FUN_008676-T1	FUN_003949-T1	FUN_007494-T1	FUN_008658-T1	FUN_008083-T1
OG0000160	"FUN_004505-T1, FUN_007998-T1"	FUN_001548-T1	FUN_004869-T1	FUN_007390-T1	FUN_004381-T1	FUN_007858-T1	FUN_003527-T1	FUN_006920-T1
OG0000161	FUN_004526-T1	FUN_006545-T1	FUN_002270-T1	FUN_007980-T1	FUN_002386-T1	"FUN_001347-T1, FUN_001814-T1"	FUN_000895-T1	FUN_007407-T1
OG0000162	FUN_004536-T1	"FUN_004868-T1, FUN_006535-T1"	FUN_002279-T1	FUN_007970-T1	FUN_002376-T1	FUN_001824-T1	FUN_000885-T1	FUN_007417-T1
OG0000163	"FUN_004578-T1, FUN_005194-T1"	FUN_009245-T1	FUN_002324-T1	FUN_009360-T1	FUN_007344-T1	FUN_001461-T1	FUN_009205-T1	FUN_007458-T1
OG0000164	FUN_004579-T1	FUN_009246-T1	FUN_002325-T1	FUN_009361-T1	"FUN_006909-T1, FUN_007343-T1"	FUN_001460-T1	FUN_009226-T1	FUN_007459-T1
OG0000165	FUN_004641-T1	FUN_006904-T1	FUN_002388-T1	FUN_006098-T1	FUN_008202-T1	"FUN_004857-T1, FUN_005478-T1"	FUN_003742-T1	FUN_007517-T1
OG0000166	FUN_004649-T1	"FUN_008111-T1, FUN_009413-T1"	FUN_002399-T1	FUN_006087-T1	FUN_003255-T1	FUN_009406-T1	FUN_003753-T1	FUN_007528-T1
OG0000167	FUN_004713-T1	FUN_002238-T1	FUN_002462-T1	FUN_006023-T1	FUN_006386-T1	FUN_004052-T1	FUN_004205-T1	"FUN_007593-T1, FUN_007638-T1"
OG0000168	FUN_004720-T1	"FUN_002231-T1, FUN_008251-T1"	FUN_002469-T1	FUN_006016-T1	FUN_007908-T1	FUN_004045-T1	FUN_004363-T1	FUN_007600-T1
OG0000169	FUN_004743-T1	"FUN_002208-T1, FUN_006767-T1"	FUN_002492-T1	FUN_005994-T1	FUN_004409-T1	FUN_002175-T1	FUN_001651-T1	FUN_007623-T1
OG0000170	FUN_004907-T1	"FUN_001018-T1, FUN_001019-T1"	FUN_002658-T1	FUN_005290-T1	FUN_001699-T1	FUN_002073-T1	FUN_004990-T1	FUN_007793-T1
OG0000171	FUN_005007-T1	FUN_000860-T1	FUN_002760-T1	FUN_005189-T1	"FUN_001847-T1, FUN_008454-T1"	FUN_001383-T1	FUN_003566-T1	FUN_007895-T1
OG0000172	FUN_005080-T1	"FUN_004921-T1, FUN_006775-T1"	FUN_009075-T1	FUN_002683-T1	FUN_006480-T1	FUN_008399-T1	FUN_006325-T1	FUN_008660-T1
OG0000173	FUN_005082-T1	FUN_004923-T1	"FUN_003586-T1, FUN_009073-T1"	FUN_002685-T1	FUN_006482-T1	FUN_008401-T1	FUN_006323-T1	FUN_008658-T1
OG0000174	FUN_005140-T1	FUN_003262-T1	FUN_006218-T1	"FUN_002743-T1, FUN_004750-T1"	FUN_005197-T1	FUN_008577-T1	FUN_004194-T1	FUN_008606-T1
OG0000175	FUN_005234-T1	FUN_002091-T1	FUN_006124-T1	"FUN_002837-T1, FUN_003784-T1"	FUN_004853-T1	FUN_002822-T1	FUN_005703-T1	FUN_008512-T1
OG0000176	FUN_005302-T1	"FUN_003125-T1, FUN_005352-T1"	FUN_006055-T1	FUN_002908-T1	FUN_008004-T1	FUN_005145-T1	FUN_007292-T1	FUN_008444-T1
OG0000177	FUN_005365-T1	FUN_004836-T1	FUN_008278-T1	FUN_002972-T1	FUN_007130-T1	FUN_000582-T1	FUN_004146-T1	"FUN_008378-T1, FUN_009192-T1"
OG0000178	FUN_005395-T1	"FUN_008463-T1, FUN_008803-T1"	FUN_008251-T1	FUN_003000-T1	FUN_000770-T1	FUN_005014-T1	FUN_008343-T1	FUN_008349-T1
OG0000179	FUN_005419-T1	FUN_001801-T1	FUN_008232-T1	FUN_003025-T1	FUN_001254-T1	FUN_006202-T1	"FUN_000907-T1, FUN_005690-T1"	FUN_008326-T1
OG0000180	FUN_005441-T1	FUN_001823-T1	FUN_008199-T1	"FUN_003049-T1, FUN_003050-T1"	FUN_002045-T1	FUN_001474-T1	FUN_001338-T1	FUN_008304-T1
OG0000181	FUN_005449-T1	"FUN_001831-T1, FUN_009108-T1"	FUN_008191-T1	FUN_003060-T1	FUN_002037-T1	FUN_001482-T1	FUN_001330-T1	FUN_008296-T1
OG0000182	FUN_005513-T1	FUN_007508-T1	FUN_008130-T1	"FUN_004960-T1, FUN_005378-T1"	FUN_001491-T1	FUN_004752-T1	FUN_000534-T1	FUN_008233-T1
OG0000183	FUN_005535-T1	FUN_008656-T1	FUN_009462-T1	FUN_009345-T1	FUN_006873-T1	"FUN_006474-T1, FUN_009728-T1"	FUN_006431-T1	FUN_008912-T1
OG0000184	FUN_005545-T1	FUN_009329-T1	FUN_009517-T1	FUN_009504-T1	FUN_009214-T1	FUN_009353-T1	"FUN_001477-T1, FUN_009113-T1"	FUN_001094-T1
OG0000185	FUN_005584-T1	FUN_002642-T1	FUN_007311-T1	FUN_002213-T1	FUN_001864-T1	"FUN_001508-T1, FUN_003068-T1"	FUN_001628-T1	FUN_001056-T1
OG0000186	FUN_005657-T1	FUN_007434-T1	FUN_007383-T1	FUN_002142-T1	"FUN_008475-T1, FUN_008476-T1"	FUN_008566-T1	FUN_006918-T1	FUN_000987-T1
OG0000187	FUN_005678-T1	FUN_006614-T1	FUN_007405-T1	"FUN_000650-T1, FUN_002118-T1"	FUN_002604-T1	FUN_002905-T1	FUN_002737-T1	FUN_000964-T1
OG0000188	FUN_005730-T1	FUN_008498-T1	FUN_007456-T1	FUN_002065-T1	"FUN_002700-T1, FUN_009168-T1"	FUN_001798-T1	FUN_006904-T1	FUN_000913-T1
OG0000189	FUN_005749-T1	FUN_000155-T1	FUN_005756-T1	FUN_002047-T1	FUN_000627-T1	FUN_001778-T1	"FUN_004813-T1, FUN_009485-T1"	FUN_000894-T1
OG0000190	FUN_005894-T1	"FUN_003563-T1, FUN_006776-T1"	FUN_005599-T1	FUN_001884-T1	FUN_003495-T1	FUN_007544-T1	FUN_009479-T1	FUN_000736-T1
OG0000191	FUN_005943-T1	"FUN_005925-T1, FUN_008507-T1"	FUN_005547-T1	FUN_001834-T1	FUN_006047-T1	FUN_004785-T1	FUN_002547-T1	FUN_000685-T1
OG0000192	FUN_006078-T1	FUN_006770-T1	FUN_003304-T1	"FUN_004719-T1, FUN_009483-T1"	FUN_002877-T1	FUN_000690-T1	FUN_005661-T1	FUN_005736-T1
OG0000193	FUN_006101-T1	FUN_005711-T1	FUN_003328-T1	FUN_004745-T1	FUN_006684-T1	FUN_000719-T1	FUN_004080-T1	"FUN_005761-T1, FUN_008677-T1"
OG0000194	FUN_006131-T1	FUN_006882-T1	FUN_007574-T1	FUN_004778-T1	"FUN_007974-T1, FUN_007978-T1"	FUN_006822-T1	FUN_008158-T1	FUN_005792-T1
OG0000195	FUN_006195-T1	FUN_008529-T1	FUN_007511-T1	FUN_004849-T1	"FUN_000668-T1, FUN_008656-T1"	FUN_000960-T1	FUN_006171-T1	FUN_005862-T1
OG0000196	"FUN_006225-T1, FUN_006258-T1"	FUN_006384-T1	FUN_007484-T1	FUN_004879-T1	FUN_005434-T1	FUN_002612-T1	FUN_001266-T1	FUN_005893-T1
OG0000197	"FUN_006226-T1, FUN_006257-T1"	FUN_006383-T1	FUN_007483-T1	FUN_004880-T1	FUN_005433-T1	FUN_002611-T1	FUN_001265-T1	FUN_005894-T1
OG0000198	"FUN_006227-T1, FUN_006256-T1"	FUN_006382-T1	FUN_007482-T1	FUN_004881-T1	FUN_005432-T1	FUN_002610-T1	FUN_001264-T1	FUN_005895-T1
OG0000199	"FUN_006228-T1, FUN_006255-T1"	FUN_006381-T1	FUN_007481-T1	FUN_004882-T1	FUN_005431-T1	FUN_002609-T1	FUN_001263-T1	FUN_005896-T1
OG0000200	"FUN_006229-T1, FUN_006254-T1"	FUN_006380-T1	FUN_007480-T1	FUN_004883-T1	FUN_005430-T1	FUN_002608-T1	FUN_001262-T1	FUN_005897-T1
OG0000201	"FUN_006230-T1, FUN_006253-T1"	FUN_006379-T1	FUN_007479-T1	FUN_004884-T1	FUN_005429-T1	FUN_002607-T1	FUN_001261-T1	FUN_005898-T1
OG0000202	"FUN_006232-T1, FUN_006251-T1"	FUN_006377-T1	FUN_007477-T1	FUN_004887-T1	FUN_005427-T1	FUN_002605-T1	FUN_001260-T1	FUN_005900-T1
OG0000203	"FUN_006234-T1, FUN_006249-T1"	FUN_006374-T1	FUN_007475-T1	FUN_004890-T1	FUN_005424-T1	FUN_002602-T1	FUN_001258-T1	FUN_005903-T1
OG0000204	"FUN_006235-T1, FUN_006248-T1"	FUN_006373-T1	FUN_007474-T1	FUN_004891-T1	FUN_005423-T1	FUN_002601-T1	FUN_001257-T1	FUN_005904-T1
OG0000205	FUN_006268-T1	"FUN_003331-T1, FUN_003643-T1"	FUN_004231-T1	FUN_001198-T1	FUN_003572-T1	FUN_009241-T1	FUN_004365-T1	FUN_002493-T1
OG0000206	FUN_006290-T1	FUN_003309-T1	FUN_004209-T1	FUN_001220-T1	FUN_008759-T1	"FUN_007566-T1, FUN_009708-T1"	FUN_006461-T1	FUN_002471-T1
OG0000207	FUN_006390-T1	FUN_000519-T1	FUN_004104-T1	"FUN_001324-T1, FUN_009462-T1"	FUN_004918-T1	FUN_007160-T1	FUN_008122-T1	FUN_002369-T1
OG0000208	FUN_006402-T1	"FUN_000530-T1, FUN_001122-T1"	FUN_004094-T1	FUN_001335-T1	FUN_005875-T1	FUN_008056-T1	FUN_007842-T1	FUN_002358-T1
OG0000209	FUN_006405-T1	FUN_000533-T1	FUN_004091-T1	FUN_001337-T1	FUN_005878-T1	FUN_008059-T1	"FUN_007167-T1, FUN_008723-T1"	FUN_002354-T1
OG0000210	FUN_006447-T1	FUN_000572-T1	"FUN_004053-T1, FUN_008982-T1"	FUN_001377-T1	FUN_002005-T1	FUN_000402-T1	FUN_009255-T1	FUN_002317-T1
OG0000211	FUN_006449-T1	FUN_000575-T1	"FUN_000107-T1, FUN_004050-T1"	FUN_001380-T1	FUN_005451-T1	FUN_000405-T1	FUN_005030-T1	FUN_002314-T1
OG0000212	FUN_006540-T1	FUN_002701-T1	"FUN_003959-T1, FUN_009017-T1"	FUN_001469-T1	FUN_005360-T1	FUN_002196-T1	FUN_007702-T1	FUN_002225-T1
OG0000213	FUN_006560-T1	FUN_004537-T1	"FUN_003938-T1, FUN_003939-T1"	FUN_001489-T1	FUN_007458-T1	FUN_002216-T1	FUN_003575-T1	FUN_002206-T1
OG0000214	FUN_006617-T1	FUN_005722-T1	FUN_005156-T1	"FUN_003468-T1, FUN_006699-T1"	FUN_002296-T1	FUN_006427-T1	FUN_007714-T1	FUN_001276-T1
OG0000215	FUN_006709-T1	FUN_005678-T1	FUN_005068-T1	FUN_006792-T1	FUN_008496-T1	"FUN_007310-T1, FUN_009652-T1"	FUN_005274-T1	FUN_001183-T1
OG0000216	FUN_006710-T1	FUN_005680-T1	"FUN_003278-T1, FUN_005065-T1"	FUN_006795-T1	FUN_007032-T1	FUN_006935-T1	FUN_003867-T1	FUN_001180-T1
OG0000217	FUN_006716-T1	FUN_005686-T1	FUN_005059-T1	FUN_006801-T1	"FUN_005227-T1, FUN_007026-T1"	FUN_006929-T1	FUN_003861-T1	FUN_001174-T1
OG0000218	FUN_006717-T1	FUN_005687-T1	FUN_005058-T1	FUN_006802-T1	"FUN_005226-T1, FUN_007288-T1"	FUN_006928-T1	FUN_003860-T1	FUN_001173-T1
OG0000219	FUN_006724-T1	FUN_007237-T1	FUN_005049-T1	FUN_009376-T1	FUN_007083-T1	FUN_006760-T1	"FUN_009388-T1, FUN_009454-T1"	FUN_001164-T1
OG0000220	FUN_006778-T1	FUN_007178-T1	FUN_008535-T1	FUN_003818-T1	FUN_005001-T1	FUN_001188-T1	"FUN_007264-T1, FUN_008406-T1"	FUN_001103-T1
OG0000221	FUN_006781-T1	FUN_007182-T1	FUN_008532-T1	"FUN_003814-T1, FUN_003815-T1"	FUN_005004-T1	FUN_001192-T1	FUN_008409-T1	FUN_001100-T1
OG0000222	FUN_006789-T1	FUN_009343-T1	FUN_008523-T1	FUN_003806-T1	"FUN_002515-T1, FUN_003502-T1"	FUN_001199-T1	FUN_000577-T1	FUN_008923-T1
OG0000223	FUN_006802-T1	FUN_005337-T1	FUN_008508-T1	"FUN_001741-T1, FUN_003793-T1"	FUN_003515-T1	FUN_001213-T1	FUN_000563-T1	FUN_008935-T1
OG0000224	FUN_006810-T1	"FUN_005331-T1, FUN_008673-T1"	FUN_008503-T1	FUN_003786-T1	FUN_002810-T1	FUN_008454-T1	FUN_000558-T1	FUN_008940-T1
OG0000225	FUN_006882-T1	FUN_004218-T1	FUN_006329-T1	FUN_007272-T1	FUN_001955-T1	"FUN_000074-T1, FUN_006273-T1"	FUN_004477-T1	FUN_008760-T1
OG0000226	FUN_006888-T1	FUN_004212-T1	FUN_006335-T1	FUN_007266-T1	FUN_001961-T1	"FUN_006279-T1, FUN_009750-T1"	FUN_004471-T1	FUN_008766-T1
OG0000227	FUN_006890-T1	FUN_004210-T1	FUN_006337-T1	FUN_007265-T1	"FUN_001963-T1, FUN_004905-T1"	FUN_009889-T1	FUN_008978-T1	FUN_008768-T1
OG0000228	FUN_006969-T1	FUN_001310-T1	FUN_006412-T1	FUN_007753-T1	FUN_009175-T1	"FUN_001130-T1, FUN_005728-T1"	FUN_009279-T1	FUN_008847-T1
OG0000229	FUN_006971-T1	FUN_001308-T1	FUN_006413-T1	FUN_007752-T1	"FUN_005412-T1, FUN_009176-T1"	FUN_005726-T1	FUN_009177-T1	FUN_008848-T1
OG0000230	FUN_007032-T1	FUN_008061-T1	FUN_009387-T1	FUN_009307-T1	FUN_007509-T1	"FUN_003058-T1, FUN_007474-T1"	FUN_005900-T1	FUN_008906-T1
OG0000231	FUN_007033-T1	FUN_008060-T1	FUN_009388-T1	FUN_009308-T1	FUN_007510-T1	FUN_007473-T1	"FUN_005901-T1, FUN_006222-T1"	FUN_008907-T1
OG0000232	FUN_007050-T1	"FUN_003974-T1, FUN_008224-T1"	FUN_005985-T1	FUN_004492-T1	FUN_005107-T1	FUN_006143-T1	FUN_005108-T1	FUN_003146-T1
OG0000233	FUN_007051-T1	"FUN_003973-T1, FUN_008223-T1"	FUN_005984-T1	FUN_004493-T1	FUN_005106-T1	FUN_006142-T1	FUN_005107-T1	FUN_003147-T1
OG0000234	FUN_007061-T1	"FUN_007393-T1, FUN_007614-T1"	FUN_005973-T1	FUN_004506-T1	FUN_003773-T1	FUN_004421-T1	FUN_002935-T1	FUN_003158-T1
OG0000235	FUN_007064-T1	FUN_009082-T1	FUN_009611-T1	FUN_004510-T1	FUN_007211-T1	FUN_004425-T1	"FUN_002938-T1, FUN_008768-T1"	FUN_003161-T1
OG0000236	FUN_007081-T1		FUN_005949-T1	"FUN_004527-T1, FUN_009438-T1"	FUN_008576-T1	FUN_009507-T1	"FUN_007262-T1, FUN_008283-T1"	FUN_003178-T1
OG0000237	FUN_007082-T1	FUN_006707-T1	FUN_005948-T1	"FUN_004528-T1, FUN_009439-T1"	FUN_008575-T1	FUN_009508-T1	FUN_008282-T1	FUN_003179-T1
OG0000238	FUN_007084-T1	FUN_006705-T1	FUN_005947-T1	FUN_004530-T1	"FUN_009238-T1, FUN_009390-T1"	FUN_009716-T1	FUN_009393-T1	FUN_003181-T1
OG0000239	FUN_007093-T1	FUN_009306-T1	"FUN_005939-T1, FUN_008856-T1"	FUN_004540-T1	FUN_007565-T1	FUN_007380-T1	FUN_004575-T1	FUN_003191-T1
OG0000240	FUN_007097-T1	FUN_008947-T1	FUN_005934-T1	FUN_004543-T1	FUN_008547-T1	"FUN_006755-T1, FUN_007769-T1"	FUN_006577-T1	FUN_003196-T1
OG0000241	FUN_007098-T1	FUN_008948-T1	FUN_005933-T1	"FUN_004544-T1, FUN_004545-T1"	FUN_009361-T1	FUN_007770-T1	FUN_006576-T1	FUN_003197-T1
OG0000242	FUN_007111-T1	FUN_003354-T1	FUN_005924-T1	FUN_004558-T1	FUN_006894-T1	"FUN_004510-T1, FUN_006239-T1"	FUN_009239-T1	FUN_003209-T1
OG0000243	FUN_007114-T1	"FUN_003350-T1, FUN_008332-T1"	FUN_005920-T1	FUN_004562-T1	FUN_005253-T1	FUN_006244-T1	FUN_001922-T1	FUN_003213-T1
OG0000244	FUN_007191-T1	FUN_003103-T1	FUN_009649-T1	FUN_004641-T1	"FUN_006713-T1, FUN_006714-T1"	FUN_005837-T1	FUN_000833-T1	FUN_003295-T1
OG0000245	FUN_007196-T1	FUN_003097-T1	FUN_005833-T1	FUN_004646-T1	FUN_007735-T1	FUN_005842-T1	"FUN_000826-T1, FUN_009463-T1"	FUN_003301-T1
OG0000246	FUN_007199-T1	"FUN_003095-T1, FUN_008250-T1"	FUN_009623-T1	FUN_004649-T1	FUN_007737-T1	FUN_005844-T1	FUN_009017-T1	FUN_003303-T1
OG0000247	FUN_007287-T1	FUN_003123-T1	FUN_007186-T1	FUN_008249-T1	FUN_004555-T1	FUN_006312-T1	"FUN_006476-T1, FUN_008969-T1"	FUN_004870-T1
OG0000248	FUN_007321-T1	FUN_008598-T1	FUN_007151-T1	FUN_006999-T1	FUN_004107-T1	"FUN_003217-T1, FUN_003218-T1"	FUN_002872-T1	FUN_004835-T1
OG0000249	FUN_007334-T1	FUN_007881-T1	FUN_007137-T1	"FUN_007012-T1, FUN_009389-T1"	FUN_001498-T1	FUN_003231-T1	FUN_002859-T1	FUN_004822-T1
OG0000250	FUN_007366-T1	FUN_007256-T1	FUN_007105-T1	FUN_007045-T1	FUN_003555-T1	FUN_005283-T1	FUN_003221-T1	"FUN_004787-T1, FUN_004788-T1"
OG0000251	FUN_007422-T1	FUN_009067-T1	FUN_008649-T1	FUN_007099-T1	FUN_007179-T1	FUN_007101-T1	"FUN_006715-T1, FUN_006716-T1"	FUN_004728-T1
OG0000252	FUN_007431-T1	FUN_008562-T1	FUN_008636-T1	FUN_008525-T1	FUN_008481-T1	FUN_001101-T1	"FUN_006923-T1, FUN_008806-T1"	FUN_004718-T1
OG0000253	FUN_007456-T1	FUN_002744-T1	"FUN_006924-T1, FUN_006925-T1"	FUN_007838-T1	FUN_006334-T1	FUN_005449-T1	FUN_002979-T1	FUN_007956-T1
OG0000254	FUN_007462-T1	"FUN_002751-T1, FUN_008461-T1"	FUN_006931-T1	FUN_007831-T1	FUN_007191-T1	FUN_005442-T1	FUN_002985-T1	FUN_007962-T1
OG0000255	FUN_007471-T1	FUN_002760-T1	FUN_006940-T1	FUN_007822-T1	FUN_008482-T1	"FUN_007029-T1, FUN_008507-T1"	FUN_009323-T1	FUN_007970-T1
OG0000256	FUN_007498-T1	"FUN_002788-T1, FUN_007846-T1"	FUN_006968-T1	FUN_007795-T1	FUN_001070-T1	FUN_009848-T1	FUN_000880-T1	FUN_007997-T1
OG0000257	FUN_007520-T1	FUN_002561-T1	FUN_006988-T1	"FUN_005554-T1, FUN_005555-T1"	FUN_001142-T1	FUN_000746-T1	FUN_002488-T1	FUN_008021-T1
OG0000258	FUN_007529-T1	FUN_002570-T1	FUN_006998-T1	FUN_005544-T1	FUN_001151-T1	FUN_000755-T1	FUN_002497-T1	"FUN_005924-T1, FUN_008031-T1"
OG0000259	FUN_007530-T1	FUN_002571-T1	FUN_006999-T1	FUN_005543-T1	FUN_001152-T1	"FUN_000756-T1, FUN_007973-T1"	FUN_002498-T1	FUN_008032-T1
OG0000260	FUN_007568-T1	FUN_002609-T1	FUN_007036-T1	FUN_005506-T1	"FUN_002419-T1, FUN_006796-T1"	FUN_003554-T1	FUN_002466-T1	FUN_008069-T1
OG0000261	FUN_007590-T1	FUN_009265-T1	"FUN_007068-T1, FUN_007069-T1"	FUN_005487-T1	FUN_007932-T1	FUN_003532-T1	FUN_002446-T1	FUN_008121-T1
OG0000262	FUN_007615-T1	FUN_001147-T1	"FUN_003351-T1, FUN_008749-T1, FUN_009018-T1"	FUN_005457-T1		FUN_008825-T1	FUN_008373-T1	FUN_008151-T1
OG0000263	FUN_007625-T1	FUN_001137-T1	FUN_008740-T1	FUN_005447-T1	FUN_002236-T1	FUN_007326-T1	"FUN_008280-T1, FUN_008573-T1"	FUN_008162-T1
OG0000264	FUN_007628-T1	FUN_001134-T1	FUN_008736-T1	FUN_005444-T1	"FUN_002240-T1, FUN_007866-T1"	FUN_007323-T1	FUN_008276-T1	FUN_008166-T1
OG0000265	FUN_007655-T1	FUN_001107-T1	FUN_008712-T1	FUN_005418-T1	FUN_007901-T1	FUN_001561-T1	"FUN_002638-T1, FUN_007921-T1"	FUN_008192-T1
OG0000266	FUN_007812-T1	"FUN_006557-T1, FUN_008103-T1"	FUN_001321-T1	FUN_000597-T1	FUN_008796-T1	FUN_005651-T1	FUN_006600-T1	FUN_002603-T1
OG0000267	FUN_007826-T1	FUN_006571-T1	FUN_009122-T1	FUN_000612-T1	FUN_004066-T1	FUN_005637-T1	FUN_005194-T1	"FUN_000241-T1, FUN_002589-T1"
OG0000268	FUN_007849-T1	FUN_006291-T1	FUN_009097-T1	FUN_000637-T1	"FUN_001199-T1, FUN_001754-T1"	FUN_005211-T1	FUN_007625-T1	FUN_002564-T1
